date,time,origin,destination,total_count
2018-02-2,23:00:00,ME,BD,40
2018-02-2,23:00:00,ME,BM,40
2018-02-2,23:00:00,ME,CK,40
2018-02-2,23:00:00,ME,DT,40
2018-02-2,23:00:00,ME,GL,40
2018-02-2,23:00:00,ME,KL,40
2018-02-2,23:00:00,ME,ME,40
2018-02-2,23:00:00,ME,MP,40
2018-02-2,23:00:00,ME,MS,40
2018-02-2,23:00:00,ME,NA,40
2018-02-2,23:00:00,ME,PG,40
2018-02-2,23:00:00,ME,QT,40
2018-02-2,23:00:00,ME,RV,40
2018-02-2,23:00:00,ME,SG,40
2018-02-2,23:00:00,ME,SR,40
2018-02-2,23:00:00,ME,TM,40
2018-02-2,23:00:00,ME,WD,40
2018-02-2,00:00:00,MS,BD,40
2018-02-2,00:00:00,MS,BM,40
2018-02-2,00:00:00,MS,BT,40
2018-02-2,00:00:00,MS,DT,40
2018-02-2,00:00:00,MS,GL,40
2018-02-2,00:00:00,MS,KL,40
2018-02-2,00:00:00,MS,ME,40
2018-02-2,00:00:00,MS,MS,40
2018-02-2,00:00:00,MS,NT,40
2018-02-2,00:00:00,MS,OR,40
2018-02-2,00:00:00,MS,PR,40
2018-02-2,00:00:00,MS,SL,40
2018-02-2,00:00:00,MS,SV,40
2018-02-2,00:00:00,MS,TN,40
2018-02-2,00:00:00,MS,TS,40
2018-02-2,01:00:00,MS,AM,40
2018-02-2,01:00:00,MS,BT,40
2018-02-2,01:00:00,MS,DT,40
2018-02-2,01:00:00,MS,GL,40
2018-02-2,01:00:00,MS,HG,40
2018-02-2,01:00:00,MS,KL,40
2018-02-2,01:00:00,MS,ME,40
2018-02-2,01:00:00,MS,MP,40
2018-02-2,01:00:00,MS,MS,42
2018-02-2,01:00:00,MS,PG,40
2018-02-2,01:00:00,MS,SI,40
2018-02-2,01:00:00,MS,SR,40
2018-02-2,01:00:00,MS,SV,40
2018-02-2,01:00:00,MS,TM,40
2018-02-2,01:00:00,MS,WD,40
2018-02-2,02:00:00,MS,BD,40
2018-02-2,02:00:00,MS,CH,40
2018-02-2,02:00:00,MS,DT,40
2018-02-2,02:00:00,MS,GL,40
2018-02-2,02:00:00,MS,HG,40
2018-02-2,02:00:00,MS,KL,40
2018-02-2,02:00:00,MS,ME,40
2018-02-2,02:00:00,MS,MP,40
2018-02-2,02:00:00,MS,MS,40
2018-02-2,02:00:00,MS,OT,40
2018-02-2,02:00:00,MS,RV,40
2018-02-2,02:00:00,MS,SR,40
2018-02-2,02:00:00,MS,SV,40
2018-02-2,02:00:00,MS,WD,40
2018-02-2,02:00:00,MS,YS,40
2018-02-2,03:00:00,MS,BD,40
2018-02-2,03:00:00,MS,BM,40
2018-02-2,03:00:00,MS,CK,40
2018-02-2,03:00:00,MS,DT,40
2018-02-2,03:00:00,MS,GL,40
2018-02-2,03:00:00,MS,HG,40
2018-02-2,03:00:00,MS,KL,40
2018-02-2,03:00:00,MS,ME,40
2018-02-2,03:00:00,MS,MS,40
2018-02-2,03:00:00,MS,PG,40
2018-02-2,03:00:00,MS,PN,40
2018-02-2,03:00:00,MS,RC,40
2018-02-2,03:00:00,MS,SI,40
2018-02-2,03:00:00,MS,SL,40
2018-02-2,03:00:00,MS,SV,40
2018-02-2,03:00:00,MS,WD,40
2018-02-2,04:00:00,MS,BD,40
2018-02-2,04:00:00,MS,BT,40
2018-02-2,04:00:00,MS,CH,40
2018-02-2,04:00:00,MS,DT,40
2018-02-2,04:00:00,MS,GL,40
2018-02-2,04:00:00,MS,HG,40
2018-02-2,04:00:00,MS,KL,40
2018-02-2,04:00:00,MS,ME,40
2018-02-2,04:00:00,MS,MP,40
2018-02-2,04:00:00,MS,MS,40
2018-02-2,04:00:00,MS,PG,40
2018-02-2,04:00:00,MS,QT,40
2018-02-2,04:00:00,MS,SI,40
2018-02-2,04:00:00,MS,SK,40
2018-02-2,04:00:00,MS,SV,40
2018-02-2,04:00:00,MS,TP,40
2018-02-2,04:00:00,MS,TS,40
2018-02-2,05:00:00,MS,BK,40
2018-02-2,05:00:00,MS,BT,40
2018-02-2,05:00:00,MS,CH,40
2018-02-2,05:00:00,MS,CK,40
2018-02-2,05:00:00,MS,CL,40
2018-02-2,05:00:00,MS,DT,40
2018-02-2,05:00:00,MS,KL,40
2018-02-2,05:00:00,MS,MD,40
2018-02-2,05:00:00,MS,ME,40
2018-02-2,05:00:00,MS,MP,40
2018-02-2,05:00:00,MS,MS,40
2018-02-2,05:00:00,MS,PR,40
2018-02-2,05:00:00,MS,QT,40
2018-02-2,05:00:00,MS,RC,40
2018-02-2,05:00:00,MS,RV,40
2018-02-2,05:00:00,MS,SB,40
2018-02-2,05:00:00,MS,SG,40
2018-02-2,05:00:00,MS,SV,40
2018-02-2,05:00:00,MS,TP,40
2018-02-2,05:00:00,MS,WD,40
2018-02-2,06:00:00,MS,AM,40
2018-02-2,06:00:00,MS,BD,40
2018-02-2,06:00:00,MS,BT,40
2018-02-2,06:00:00,MS,CC,40
2018-02-2,06:00:00,MS,CH,40
2018-02-2,06:00:00,MS,DT,40
2018-02-2,06:00:00,MS,GL,40
2018-02-2,06:00:00,MS,KL,40
2018-02-2,06:00:00,MS,ME,40
2018-02-2,06:00:00,MS,MP,40
2018-02-2,06:00:00,MS,MS,40
2018-02-2,06:00:00,MS,NT,40
2018-02-2,06:00:00,MS,OR,40
2018-02-2,06:00:00,MS,RC,40
2018-02-2,06:00:00,MS,SB,40
2018-02-2,06:00:00,MS,SV,40
2018-02-2,06:00:00,MS,WC,40
2018-02-2,06:00:00,MS,YS,40
2018-02-2,07:00:00,MS,BD,40
2018-02-2,07:00:00,MS,BK,40
2018-02-2,07:00:00,MS,BL,40
2018-02-2,07:00:00,MS,BS,40
2018-02-2,07:00:00,MS,CH,40
2018-02-2,07:00:00,MS,CK,40
2018-02-2,07:00:00,MS,DT,104
2018-02-2,07:00:00,MS,JE,40
2018-02-2,07:00:00,MS,KL,40
2018-02-2,07:00:00,MS,ME,40
2018-02-2,07:00:00,MS,MP,40
2018-02-2,07:00:00,MS,MS,74
2018-02-2,07:00:00,MS,NE,40
2018-02-2,07:00:00,MS,OT,40
2018-02-2,07:00:00,MS,PG,40
2018-02-2,07:00:00,MS,QT,40
2018-02-2,07:00:00,MS,RC,40
2018-02-2,07:00:00,MS,SB,40
2018-02-2,07:00:00,MS,SK,40
2018-02-2,07:00:00,MS,SL,40
2018-02-2,07:00:00,MS,SV,40
2018-02-2,07:00:00,MS,TM,40
2018-02-2,07:00:00,MS,TN,40
2018-02-2,07:00:00,MS,TP,40
2018-02-2,07:00:00,MS,WI,40
2018-02-2,08:00:00,MS,BD,40
2018-02-2,08:00:00,MS,BL,40
2018-02-2,08:00:00,MS,BM,40
2018-02-2,08:00:00,MS,BS,40
2018-02-2,08:00:00,MS,BT,40
2018-02-2,08:00:00,MS,CH,40
2018-02-2,08:00:00,MS,CL,40
2018-02-2,08:00:00,MS,DT,157
2018-02-2,08:00:00,MS,GL,40
2018-02-2,08:00:00,MS,KL,40
2018-02-2,08:00:00,MS,ME,40
2018-02-2,08:00:00,MS,MP,40
2018-02-2,08:00:00,MS,MS,111
2018-02-2,08:00:00,MS,MU,40
2018-02-2,08:00:00,MS,NA,40
2018-02-2,08:00:00,MS,OR,40
2018-02-2,08:00:00,MS,OT,40
2018-02-2,08:00:00,MS,PR,40
2018-02-2,08:00:00,MS,QT,40
2018-02-2,08:00:00,MS,RC,40
2018-02-2,08:00:00,MS,SG,40
2018-02-2,08:00:00,MS,SI,40
2018-02-2,08:00:00,MS,SV,40
2018-02-2,08:00:00,MS,TM,40
2018-02-2,08:00:00,MS,YS,40
2018-02-2,09:00:00,MS,BD,40
2018-02-2,09:00:00,MS,BK,40
2018-02-2,09:00:00,MS,BM,40
2018-02-2,09:00:00,MS,BS,40
2018-02-2,09:00:00,MS,BT,40
2018-02-2,09:00:00,MS,CC,40
2018-02-2,09:00:00,MS,CH,40
2018-02-2,09:00:00,MS,DT,219
2018-02-2,09:00:00,MS,GL,40
2018-02-2,09:00:00,MS,HG,40
2018-02-2,09:00:00,MS,JE,40
2018-02-2,09:00:00,MS,JW,40
2018-02-2,09:00:00,MS,KL,40
2018-02-2,09:00:00,MS,ME,40
2018-02-2,09:00:00,MS,MP,40
2018-02-2,09:00:00,MS,MS,120
2018-02-2,09:00:00,MS,MU,40
2018-02-2,09:00:00,MS,NA,40
2018-02-2,09:00:00,MS,NT,40
2018-02-2,09:00:00,MS,NV,40
2018-02-2,09:00:00,MS,OR,40
2018-02-2,09:00:00,MS,OT,40
2018-02-2,09:00:00,MS,QT,40
2018-02-2,09:00:00,MS,RC,40
2018-02-2,09:00:00,MS,SB,40
2018-02-2,09:00:00,MS,SI,40
2018-02-2,09:00:00,MS,SV,40
2018-02-2,09:00:00,MS,TM,40
2018-02-2,09:00:00,MS,TS,40
2018-02-2,09:00:00,MS,WC,40
2018-02-2,09:00:00,MS,YS,40
2018-02-2,10:00:00,MS,BL,40
2018-02-2,10:00:00,MS,BM,40
2018-02-2,10:00:00,MS,BS,40
2018-02-2,10:00:00,MS,BT,40
2018-02-2,10:00:00,MS,CC,40
2018-02-2,10:00:00,MS,CH,40
2018-02-2,10:00:00,MS,CL,40
2018-02-2,10:00:00,MS,DT,217
2018-02-2,10:00:00,MS,GL,40
2018-02-2,10:00:00,MS,HG,40
2018-02-2,10:00:00,MS,JE,40
2018-02-2,10:00:00,MS,JW,40
2018-02-2,10:00:00,MS,KL,47
2018-02-2,10:00:00,MS,ME,40
2018-02-2,10:00:00,MS,MP,40
2018-02-2,10:00:00,MS,MS,165
2018-02-2,10:00:00,MS,MU,40
2018-02-2,10:00:00,MS,NA,40
2018-02-2,10:00:00,MS,NV,40
2018-02-2,10:00:00,MS,OR,40
2018-02-2,10:00:00,MS,OT,40
2018-02-2,10:00:00,MS,PL,40
2018-02-2,10:00:00,MS,PN,40
2018-02-2,10:00:00,MS,PR,40
2018-02-2,10:00:00,MS,QT,40
2018-02-2,10:00:00,MS,RC,40
2018-02-2,10:00:00,MS,SI,40
2018-02-2,10:00:00,MS,SK,40
2018-02-2,10:00:00,MS,SR,40
2018-02-2,10:00:00,MS,SV,40
2018-02-2,10:00:00,MS,TM,40
2018-02-2,10:00:00,MS,TP,40
2018-02-2,10:00:00,MS,YS,40
2018-02-2,11:00:00,MS,AM,40
2018-02-2,11:00:00,MS,BD,40
2018-02-2,11:00:00,MS,BK,40
2018-02-2,11:00:00,MS,BL,40
2018-02-2,11:00:00,MS,BM,40
2018-02-2,11:00:00,MS,BT,40
2018-02-2,11:00:00,MS,CC,40
2018-02-2,11:00:00,MS,CH,40
2018-02-2,11:00:00,MS,CK,40
2018-02-2,11:00:00,MS,CL,40
2018-02-2,11:00:00,MS,DT,275
2018-02-2,11:00:00,MS,GL,40
2018-02-2,11:00:00,MS,JE,40
2018-02-2,11:00:00,MS,KL,40
2018-02-2,11:00:00,MS,ME,40
2018-02-2,11:00:00,MS,MP,40
2018-02-2,11:00:00,MS,MS,185
2018-02-2,11:00:00,MS,MU,40
2018-02-2,11:00:00,MS,NT,40
2018-02-2,11:00:00,MS,OR,40
2018-02-2,11:00:00,MS,OT,46
2018-02-2,11:00:00,MS,PL,40
2018-02-2,11:00:00,MS,QT,40
2018-02-2,11:00:00,MS,RC,40
2018-02-2,11:00:00,MS,RV,40
2018-02-2,11:00:00,MS,SE,40
2018-02-2,11:00:00,MS,SG,40
2018-02-2,11:00:00,MS,SI,40
2018-02-2,11:00:00,MS,SL,40
2018-02-2,11:00:00,MS,SR,40
2018-02-2,11:00:00,MS,SV,40
2018-02-2,11:00:00,MS,TM,40
2018-02-2,11:00:00,MS,TP,40
2018-02-2,11:00:00,MS,TS,40
2018-02-2,11:00:00,MS,WD,40
2018-02-2,11:00:00,MS,YS,40
2018-02-2,12:00:00,MS,AM,40
2018-02-2,12:00:00,MS,BD,40
2018-02-2,12:00:00,MS,BK,40
2018-02-2,12:00:00,MS,BM,43
2018-02-2,12:00:00,MS,BP,40
2018-02-2,12:00:00,MS,BS,40
2018-02-2,12:00:00,MS,BT,40
2018-02-2,12:00:00,MS,CC,40
2018-02-2,12:00:00,MS,CH,40
2018-02-2,12:00:00,MS,CK,40
2018-02-2,12:00:00,MS,CL,40
2018-02-2,12:00:00,MS,DT,246
2018-02-2,12:00:00,MS,GL,40
2018-02-2,12:00:00,MS,HG,40
2018-02-2,12:00:00,MS,JE,40
2018-02-2,12:00:00,MS,JW,40
2018-02-2,12:00:00,MS,KL,40
2018-02-2,12:00:00,MS,ME,40
2018-02-2,12:00:00,MS,MP,40
2018-02-2,12:00:00,MS,MS,196
2018-02-2,12:00:00,MS,MU,40
2018-02-2,12:00:00,MS,NT,40
2018-02-2,12:00:00,MS,NV,40
2018-02-2,12:00:00,MS,OR,40
2018-02-2,12:00:00,MS,OT,40
2018-02-2,12:00:00,MS,PG,40
2018-02-2,12:00:00,MS,QT,40
2018-02-2,12:00:00,MS,RC,40
2018-02-2,12:00:00,MS,SG,40
2018-02-2,12:00:00,MS,SI,40
2018-02-2,12:00:00,MS,SL,40
2018-02-2,12:00:00,MS,SR,40
2018-02-2,12:00:00,MS,SV,40
2018-02-2,12:00:00,MS,TM,40
2018-02-2,12:00:00,MS,TN,40
2018-02-2,12:00:00,MS,TP,40
2018-02-2,12:00:00,MS,WC,40
2018-02-2,12:00:00,MS,WD,40
2018-02-2,12:00:00,MS,YS,40
2018-02-2,13:00:00,MS,AM,40
2018-02-2,13:00:00,MS,BD,40
2018-02-2,13:00:00,MS,BK,40
2018-02-2,13:00:00,MS,BL,40
2018-02-2,13:00:00,MS,BM,40
2018-02-2,13:00:00,MS,BS,40
2018-02-2,13:00:00,MS,BT,40
2018-02-2,13:00:00,MS,CC,40
2018-02-2,13:00:00,MS,CH,40
2018-02-2,13:00:00,MS,CK,40
2018-02-2,13:00:00,MS,CL,40
2018-02-2,13:00:00,MS,DT,302
2018-02-2,13:00:00,MS,GL,40
2018-02-2,13:00:00,MS,HG,40
2018-02-2,13:00:00,MS,JE,40
2018-02-2,13:00:00,MS,KL,40
2018-02-2,13:00:00,MS,LK,40
2018-02-2,13:00:00,MS,ME,40
2018-02-2,13:00:00,MS,MP,40
2018-02-2,13:00:00,MS,MS,181
2018-02-2,13:00:00,MS,MU,40
2018-02-2,13:00:00,MS,NA,40
2018-02-2,13:00:00,MS,NT,40
2018-02-2,13:00:00,MS,NV,40
2018-02-2,13:00:00,MS,OR,40
2018-02-2,13:00:00,MS,OT,40
2018-02-2,13:00:00,MS,PG,40
2018-02-2,13:00:00,MS,QT,40
2018-02-2,13:00:00,MS,RC,40
2018-02-2,13:00:00,MS,RV,40
2018-02-2,13:00:00,MS,SG,40
2018-02-2,13:00:00,MS,SI,40
2018-02-2,13:00:00,MS,SR,40
2018-02-2,13:00:00,MS,SV,40
2018-02-2,13:00:00,MS,TM,40
2018-02-2,13:00:00,MS,TN,40
2018-02-2,13:00:00,MS,TP,40
2018-02-2,13:00:00,MS,TS,40
2018-02-2,13:00:00,MS,WD,40
2018-02-2,13:00:00,MS,YS,40
2018-02-2,14:00:00,MS,AM,40
2018-02-2,14:00:00,MS,BD,40
2018-02-2,14:00:00,MS,BK,40
2018-02-2,14:00:00,MS,BL,40
2018-02-2,14:00:00,MS,BM,40
2018-02-2,14:00:00,MS,BP,40
2018-02-2,14:00:00,MS,BS,40
2018-02-2,14:00:00,MS,BT,40
2018-02-2,14:00:00,MS,CB,40
2018-02-2,14:00:00,MS,CH,40
2018-02-2,14:00:00,MS,CL,40
2018-02-2,14:00:00,MS,DT,333
2018-02-2,14:00:00,MS,GL,40
2018-02-2,14:00:00,MS,HG,40
2018-02-2,14:00:00,MS,JE,40
2018-02-2,14:00:00,MS,JW,40
2018-02-2,14:00:00,MS,KL,43
2018-02-2,14:00:00,MS,LK,40
2018-02-2,14:00:00,MS,ME,45
2018-02-2,14:00:00,MS,MP,40
2018-02-2,14:00:00,MS,MS,220
2018-02-2,14:00:00,MS,MU,40
2018-02-2,14:00:00,MS,NA,40
2018-02-2,14:00:00,MS,NT,40
2018-02-2,14:00:00,MS,NV,47
2018-02-2,14:00:00,MS,OR,40
2018-02-2,14:00:00,MS,OT,40
2018-02-2,14:00:00,MS,PG,40
2018-02-2,14:00:00,MS,PN,40
2018-02-2,14:00:00,MS,PR,40
2018-02-2,14:00:00,MS,QT,40
2018-02-2,14:00:00,MS,RC,40
2018-02-2,14:00:00,MS,RV,40
2018-02-2,14:00:00,MS,SG,40
2018-02-2,14:00:00,MS,SI,40
2018-02-2,14:00:00,MS,SK,40
2018-02-2,14:00:00,MS,SR,40
2018-02-2,14:00:00,MS,SV,40
2018-02-2,14:00:00,MS,TM,40
2018-02-2,14:00:00,MS,TN,40
2018-02-2,14:00:00,MS,TP,40
2018-02-2,14:00:00,MS,WC,40
2018-02-2,14:00:00,MS,WD,40
2018-02-2,14:00:00,MS,YS,40
2018-02-2,15:00:00,MS,AM,40
2018-02-2,15:00:00,MS,BD,40
2018-02-2,15:00:00,MS,BK,40
2018-02-2,15:00:00,MS,BL,40
2018-02-2,15:00:00,MS,BM,40
2018-02-2,15:00:00,MS,BP,40
2018-02-2,15:00:00,MS,BT,40
2018-02-2,15:00:00,MS,CC,40
2018-02-2,15:00:00,MS,CH,40
2018-02-2,15:00:00,MS,CK,40
2018-02-2,15:00:00,MS,CL,40
2018-02-2,15:00:00,MS,DT,298
2018-02-2,15:00:00,MS,GL,40
2018-02-2,15:00:00,MS,HG,40
2018-02-2,15:00:00,MS,JE,40
2018-02-2,15:00:00,MS,JW,40
2018-02-2,15:00:00,MS,KL,40
2018-02-2,15:00:00,MS,LK,40
2018-02-2,15:00:00,MS,ME,40
2018-02-2,15:00:00,MS,MP,40
2018-02-2,15:00:00,MS,MS,193
2018-02-2,15:00:00,MS,MU,40
2018-02-2,15:00:00,MS,NA,40
2018-02-2,15:00:00,MS,NT,40
2018-02-2,15:00:00,MS,NV,40
2018-02-2,15:00:00,MS,OR,40
2018-02-2,15:00:00,MS,OT,40
2018-02-2,15:00:00,MS,PG,40
2018-02-2,15:00:00,MS,PR,40
2018-02-2,15:00:00,MS,QT,40
2018-02-2,15:00:00,MS,RC,40
2018-02-2,15:00:00,MS,RV,40
2018-02-2,15:00:00,MS,SB,40
2018-02-2,15:00:00,MS,SE,40
2018-02-2,15:00:00,MS,SG,40
2018-02-2,15:00:00,MS,SI,40
2018-02-2,15:00:00,MS,SR,45
2018-02-2,15:00:00,MS,SV,40
2018-02-2,15:00:00,MS,TM,40
2018-02-2,15:00:00,MS,TN,40
2018-02-2,15:00:00,MS,TP,40
2018-02-2,15:00:00,MS,WD,40
2018-02-2,15:00:00,MS,WI,40
2018-02-2,15:00:00,MS,YS,40
2018-02-2,16:00:00,MS,AM,40
2018-02-2,16:00:00,MS,BD,40
2018-02-2,16:00:00,MS,BK,40
2018-02-2,16:00:00,MS,BM,40
2018-02-2,16:00:00,MS,BP,40
2018-02-2,16:00:00,MS,BS,40
2018-02-2,16:00:00,MS,BT,40
2018-02-2,16:00:00,MS,CC,40
2018-02-2,16:00:00,MS,CH,40
2018-02-2,16:00:00,MS,CK,40
2018-02-2,16:00:00,MS,CL,40
2018-02-2,16:00:00,MS,DT,347
2018-02-2,16:00:00,MS,GL,40
2018-02-2,16:00:00,MS,HG,40
2018-02-2,16:00:00,MS,JE,40
2018-02-2,16:00:00,MS,JW,40
2018-02-2,16:00:00,MS,KL,57
2018-02-2,16:00:00,MS,ME,40
2018-02-2,16:00:00,MS,MP,40
2018-02-2,16:00:00,MS,MS,215
2018-02-2,16:00:00,MS,MU,40
2018-02-2,16:00:00,MS,NA,40
2018-02-2,16:00:00,MS,NT,40
2018-02-2,16:00:00,MS,NV,40
2018-02-2,16:00:00,MS,OR,40
2018-02-2,16:00:00,MS,OT,40
2018-02-2,16:00:00,MS,PG,40
2018-02-2,16:00:00,MS,PR,40
2018-02-2,16:00:00,MS,QT,40
2018-02-2,16:00:00,MS,RC,50
2018-02-2,16:00:00,MS,RV,40
2018-02-2,16:00:00,MS,SB,40
2018-02-2,16:00:00,MS,SE,40
2018-02-2,16:00:00,MS,SG,40
2018-02-2,16:00:00,MS,SI,40
2018-02-2,16:00:00,MS,SK,40
2018-02-2,16:00:00,MS,SL,40
2018-02-2,16:00:00,MS,SR,40
2018-02-2,16:00:00,MS,SV,40
2018-02-2,16:00:00,MS,TM,40
2018-02-2,16:00:00,MS,TN,40
2018-02-2,16:00:00,MS,TP,40
2018-02-2,16:00:00,MS,TS,40
2018-02-2,16:00:00,MS,WC,40
2018-02-2,16:00:00,MS,WD,40
2018-02-2,16:00:00,MS,WI,40
2018-02-2,16:00:00,MS,YS,40
2018-02-2,17:00:00,MS,AM,40
2018-02-2,17:00:00,MS,BD,46
2018-02-2,17:00:00,MS,BK,40
2018-02-2,17:00:00,MS,BM,40
2018-02-2,17:00:00,MS,BP,40
2018-02-2,17:00:00,MS,BS,40
2018-02-2,17:00:00,MS,BT,40
2018-02-2,17:00:00,MS,CH,40
2018-02-2,17:00:00,MS,CK,40
2018-02-2,17:00:00,MS,CL,40
2018-02-2,17:00:00,MS,DT,354
2018-02-2,17:00:00,MS,GL,40
2018-02-2,17:00:00,MS,HG,40
2018-02-2,17:00:00,MS,JE,40
2018-02-2,17:00:00,MS,JW,40
2018-02-2,17:00:00,MS,KL,63
2018-02-2,17:00:00,MS,ME,41
2018-02-2,17:00:00,MS,MP,40
2018-02-2,17:00:00,MS,MS,188
2018-02-2,17:00:00,MS,MU,40
2018-02-2,17:00:00,MS,NA,40
2018-02-2,17:00:00,MS,NT,40
2018-02-2,17:00:00,MS,NV,40
2018-02-2,17:00:00,MS,OR,40
2018-02-2,17:00:00,MS,OT,40
2018-02-2,17:00:00,MS,PG,40
2018-02-2,17:00:00,MS,PR,40
2018-02-2,17:00:00,MS,QT,40
2018-02-2,17:00:00,MS,RC,40
2018-02-2,17:00:00,MS,RV,40
2018-02-2,17:00:00,MS,SE,40
2018-02-2,17:00:00,MS,SG,40
2018-02-2,17:00:00,MS,SI,40
2018-02-2,17:00:00,MS,SK,40
2018-02-2,17:00:00,MS,SL,40
2018-02-2,17:00:00,MS,SR,40
2018-02-2,17:00:00,MS,SV,40
2018-02-2,17:00:00,MS,TH,40
2018-02-2,17:00:00,MS,TM,40
2018-02-2,17:00:00,MS,TN,40
2018-02-2,17:00:00,MS,TP,40
2018-02-2,17:00:00,MS,TS,40
2018-02-2,17:00:00,MS,WD,40
2018-02-2,17:00:00,MS,WI,40
2018-02-2,17:00:00,MS,YS,40
2018-02-2,18:00:00,MS,AM,40
2018-02-2,18:00:00,MS,BD,40
2018-02-2,18:00:00,MS,BK,40
2018-02-2,18:00:00,MS,BL,40
2018-02-2,18:00:00,MS,BM,40
2018-02-2,18:00:00,MS,BP,40
2018-02-2,18:00:00,MS,BS,40
2018-02-2,18:00:00,MS,BT,40
2018-02-2,18:00:00,MS,CC,40
2018-02-2,18:00:00,MS,CH,40
2018-02-2,18:00:00,MS,CK,40
2018-02-2,18:00:00,MS,CL,40
2018-02-2,18:00:00,MS,DT,404
2018-02-2,18:00:00,MS,GL,40
2018-02-2,18:00:00,MS,HG,40
2018-02-2,18:00:00,MS,JE,40
2018-02-2,18:00:00,MS,JW,40
2018-02-2,18:00:00,MS,KL,54
2018-02-2,18:00:00,MS,ME,40
2018-02-2,18:00:00,MS,MP,40
2018-02-2,18:00:00,MS,MS,221
2018-02-2,18:00:00,MS,MU,40
2018-02-2,18:00:00,MS,NA,40
2018-02-2,18:00:00,MS,NT,40
2018-02-2,18:00:00,MS,NV,40
2018-02-2,18:00:00,MS,OR,40
2018-02-2,18:00:00,MS,OT,40
2018-02-2,18:00:00,MS,PG,40
2018-02-2,18:00:00,MS,PL,40
2018-02-2,18:00:00,MS,PN,40
2018-02-2,18:00:00,MS,PR,40
2018-02-2,18:00:00,MS,QT,40
2018-02-2,18:00:00,MS,RC,40
2018-02-2,18:00:00,MS,RV,40
2018-02-2,18:00:00,MS,SB,40
2018-02-2,18:00:00,MS,SE,40
2018-02-2,18:00:00,MS,SG,40
2018-02-2,18:00:00,MS,SI,40
2018-02-2,18:00:00,MS,SK,40
2018-02-2,18:00:00,MS,SR,40
2018-02-2,18:00:00,MS,SV,40
2018-02-2,18:00:00,MS,TM,40
2018-02-2,18:00:00,MS,TN,40
2018-02-2,18:00:00,MS,TP,40
2018-02-2,18:00:00,MS,TS,40
2018-02-2,18:00:00,MS,WC,40
2018-02-2,18:00:00,MS,WD,40
2018-02-2,18:00:00,MS,WI,40
2018-02-2,18:00:00,MS,YS,40
2018-02-2,19:00:00,MS,AM,40
2018-02-2,19:00:00,MS,BD,40
2018-02-2,19:00:00,MS,BK,40
2018-02-2,19:00:00,MS,BL,40
2018-02-2,19:00:00,MS,BM,40
2018-02-2,19:00:00,MS,BP,40
2018-02-2,19:00:00,MS,BS,40
2018-02-2,19:00:00,MS,BT,40
2018-02-2,19:00:00,MS,CC,40
2018-02-2,19:00:00,MS,CH,40
2018-02-2,19:00:00,MS,CK,40
2018-02-2,19:00:00,MS,CL,40
2018-02-2,19:00:00,MS,DT,466
2018-02-2,19:00:00,MS,GL,40
2018-02-2,19:00:00,MS,JE,40
2018-02-2,19:00:00,MS,JW,40
2018-02-2,19:00:00,MS,KL,82
2018-02-2,19:00:00,MS,ME,40
2018-02-2,19:00:00,MS,MP,40
2018-02-2,19:00:00,MS,MS,242
2018-02-2,19:00:00,MS,MU,40
2018-02-2,19:00:00,MS,NT,40
2018-02-2,19:00:00,MS,NV,40
2018-02-2,19:00:00,MS,OR,40
2018-02-2,19:00:00,MS,OT,40
2018-02-2,19:00:00,MS,PG,40
2018-02-2,19:00:00,MS,PR,40
2018-02-2,19:00:00,MS,QT,40
2018-02-2,19:00:00,MS,RC,49
2018-02-2,19:00:00,MS,RV,40
2018-02-2,19:00:00,MS,SB,40
2018-02-2,19:00:00,MS,SE,40
2018-02-2,19:00:00,MS,SG,40
2018-02-2,19:00:00,MS,SI,40
2018-02-2,19:00:00,MS,SK,40
2018-02-2,19:00:00,MS,SL,40
2018-02-2,19:00:00,MS,SR,40
2018-02-2,19:00:00,MS,SV,40
2018-02-2,19:00:00,MS,TM,40
2018-02-2,19:00:00,MS,TN,40
2018-02-2,19:00:00,MS,TP,40
2018-02-2,19:00:00,MS,TS,40
2018-02-2,19:00:00,MS,WD,40
2018-02-2,19:00:00,MS,YS,40
2018-02-2,20:00:00,MS,AM,40
2018-02-2,20:00:00,MS,BD,40
2018-02-2,20:00:00,MS,BK,40
2018-02-2,20:00:00,MS,BM,40
2018-02-2,20:00:00,MS,BP,40
2018-02-2,20:00:00,MS,BS,40
2018-02-2,20:00:00,MS,CH,40
2018-02-2,20:00:00,MS,CK,40
2018-02-2,20:00:00,MS,CL,40
2018-02-2,20:00:00,MS,DT,419
2018-02-2,20:00:00,MS,GL,40
2018-02-2,20:00:00,MS,HG,40
2018-02-2,20:00:00,MS,JE,40
2018-02-2,20:00:00,MS,JW,40
2018-02-2,20:00:00,MS,KL,68
2018-02-2,20:00:00,MS,ME,40
2018-02-2,20:00:00,MS,MP,40
2018-02-2,20:00:00,MS,MS,142
2018-02-2,20:00:00,MS,MU,40
2018-02-2,20:00:00,MS,NT,40
2018-02-2,20:00:00,MS,NV,40
2018-02-2,20:00:00,MS,OR,40
2018-02-2,20:00:00,MS,OT,40
2018-02-2,20:00:00,MS,PG,40
2018-02-2,20:00:00,MS,PR,40
2018-02-2,20:00:00,MS,QT,40
2018-02-2,20:00:00,MS,RC,58
2018-02-2,20:00:00,MS,RV,40
2018-02-2,20:00:00,MS,SB,40
2018-02-2,20:00:00,MS,SE,40
2018-02-2,20:00:00,MS,SG,40
