,date,time,origin,origin_name,origin_lon,origin_lat,destination,dest_name,dest_lon,dest_lat,total_count,key,driving,public,ratio,difference
18293,2/2/18,19:00:00,SG,SERANGOON,103.86782,1.3652,WD,WOODLANDS,103.78771,1.44068,618,SGWD,19,57,3.00,38
18303,2/2/18,19:00:00,SG,SERANGOON,103.86782,1.3652,SK,SUNGEI KADUT,103.75747,1.41807,61,SGSK,21,70,3.33,49
18312,2/2/18,19:00:00,SG,SERANGOON,103.86782,1.3652,BP,BUKIT PANJANG,103.77304,1.36674,80,SGBP,21,64,3.05,43
18334,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,BM,BUKIT MERAH,103.82311,1.27548,987,SIBM,10,32,3.20,22
18357,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,QT,QUEENSTOWN,103.78434,1.28916,81,SIQT,15,48,3.20,33
18375,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,CH,CHANGI,103.99782,1.35081,84,SICH,18,90,5.00,72
18391,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,DT,DOWNTOWN CORE,103.8543,1.28508,227,SIDT,10,18,1.80,8
18406,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,OR,ORCHARD,103.83358,1.30381,101,SIOR,17,23,1.35,6
18415,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,KL,KALLANG,103.86643,1.31033,158,SIKL,15,33,2.20,18
18427,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,OT,OUTRAM,103.84206,1.28286,130,SIOT,11,27,2.45,16
18436,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,JE,JURONG EAST,103.73479,1.32044,82,SIJE,22,42,1.91,20
18445,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,RC,ROCHOR,103.85325,1.30426,128,SIRC,13,27,2.08,14
18454,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,BD,BEDOK,103.92841,1.32405,88,SIBD,17,41,2.41,24
18463,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,GL,GEYLANG,103.88953,1.3209,90,SIGL,19,35,1.84,16
18470,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,SR,SINGAPORE RIVER,103.84121,1.29011,46,SISR,14,36,2.57,22
18476,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,TM,TAMPINES,103.95422,1.34373,53,SITM,20,58,2.90,38
18487,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,AM,ANG MO KIO,103.8421,1.38009,45,SIAM,22,38,1.73,16
18495,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,JW,JURONG WEST,103.70487,1.3416,50,SIJW,29,54,1.86,25
18503,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,SE,SENGKANG,103.8877,1.39127,50,SISE,24,51,2.13,27
18511,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,NV,NOVENA,103.83531,1.32699,47,SINV,16,26,1.63,10
18518,2/2/18,19:00:00,SI,SOUTHERN ISLANDS,103.83581,1.24299,SG,SERANGOON,103.86782,1.3652,41,SISG,17,48,2.82,31
18541,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,CK,CHOA CHU KANG,103.74719,1.38555,371,SKCK,11,34,3.09,23
18564,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,WD,WOODLANDS,103.78771,1.44068,455,SKWD,11,32,2.91,21
18584,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,BP,BUKIT PANJANG,103.77304,1.36674,139,SKBP,8,27,3.38,19
18603,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,LK,LIM CHU KANG,103.71929,1.43064,89,SKLK,13,80,6.15,67
18617,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,BD,BEDOK,103.92841,1.32405,45,SKBD,28,76,2.71,48
18633,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,BK,BUKIT BATOK,103.75474,1.35565,99,SKBK,13,32,2.46,19
18652,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,CH,CHANGI,103.99782,1.35081,42,SKCH,29,124,4.28,95
18680,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,GL,GEYLANG,103.88953,1.3209,42,SKGL,27,70,2.59,43
18696,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,JW,JURONG WEST,103.70487,1.3416,107,SKJW,18,73,4.06,55
18764,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,YS,YISHUN,103.83756,1.41544,86,SKYS,18,40,2.22,22
18779,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,AM,ANG MO KIO,103.8421,1.38009,66,SKAM,19,56,2.95,37
18821,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,JE,JURONG EAST,103.73479,1.32044,65,SKJE,19,44,2.32,25
18852,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,RC,ROCHOR,103.85325,1.30426,58,SKRC,23,49,2.13,26
18869,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,SB,SEMBAWANG,103.81883,1.45575,92,SKSB,15,37,2.47,22
18900,2/2/18,19:00:00,SK,SUNGEI KADUT,103.75747,1.41807,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,101,SKWC,17,78,4.59,61
18931,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,PG,PUNGGOL,103.91004,1.40536,273,SLPG,9,48,5.33,39
18955,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,SE,SENGKANG,103.8877,1.39127,157,SLSE,12,40,3.33,28
18976,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,YS,YISHUN,103.83756,1.41544,151,SLYS,13,34,2.62,21
18986,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,BD,BEDOK,103.92841,1.32405,47,SLBD,21,74,3.52,53
19029,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,HG,HOUGANG,103.8898,1.36364,51,SLHG,16,52,3.25,36
19045,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,SG,SERANGOON,103.86782,1.3652,43,SLSG,10,47,4.70,37
19056,2/2/18,19:00:00,SL,SELETAR,103.87709,1.41434,SB,SEMBAWANG,103.81883,1.45575,43,SLSB,19,45,2.37,26
19083,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BM,BUKIT MERAH,103.82311,1.27548,419,SRBM,8,31,3.88,23
19106,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,DT,DOWNTOWN CORE,103.8543,1.28508,576,SRDT,6,22,3.67,16
19128,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,KL,KALLANG,103.86643,1.31033,239,SRKL,14,29,2.07,15
19147,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,OR,ORCHARD,103.83358,1.30381,277,SROR,8,31,3.88,23
19165,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,OT,OUTRAM,103.84206,1.28286,166,SROT,3,9,3.00,6
19183,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,RC,ROCHOR,103.85325,1.30426,192,SRRC,10,23,2.30,13
19199,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BD,BEDOK,103.92841,1.32405,215,SRBD,19,50,2.63,31
19216,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,GL,GEYLANG,103.88953,1.3209,169,SRGL,19,39,2.05,20
19227,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,HG,HOUGANG,103.8898,1.36364,167,SRHG,18,36,2.00,18
19238,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,JW,JURONG WEST,103.70487,1.3416,108,SRJW,26,57,2.19,31
19252,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,CH,CHANGI,103.99782,1.35081,68,SRCH,20,87,4.35,67
19267,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,QT,QUEENSTOWN,103.78434,1.28916,181,SRQT,12,42,3.50,30
19283,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,RV,RIVER VALLEY,103.83397,1.29805,150,SRRV,4,16,4.00,12
19297,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,MU,MUSEUM,103.84671,1.29592,80,SRMU,6,23,3.83,17
19311,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,TM,TAMPINES,103.95422,1.34373,115,SRTM,22,55,2.50,33
19326,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,TN,TANGLIN,103.8175,1.30828,154,SRTN,11,38,3.45,27
19340,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,NV,NOVENA,103.83531,1.32699,138,SRNV,12,38,3.17,26
19355,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BT,BUKIT TIMAH,103.79069,1.32999,117,SRBT,14,51,3.64,37
19367,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,NT,NEWTON,103.83808,1.30866,66,SRNT,9,41,4.56,32
19378,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,AM,ANG MO KIO,103.8421,1.38009,101,SRAM,19,50,2.63,31
19389,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BS,BISHAN,103.84042,1.35496,101,SRBS,16,43,2.69,27
19400,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,TP,TOA PAYOH,103.86106,1.33668,119,SRTP,16,53,3.31,37
19409,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,CL,CLEMENTI,103.76074,1.3176,88,SRCL,14,40,2.86,26
19417,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,JE,JURONG EAST,103.73479,1.32044,62,SRJE,19,44,2.32,25
19424,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,MP,MARINE PARADE,103.89627,1.30023,77,SRMP,13,55,4.23,42
19432,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,SE,SENGKANG,103.8877,1.39127,155,SRSE,25,46,1.84,21
19441,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,SG,SERANGOON,103.86782,1.3652,139,SRSG,14,43,3.07,29
19449,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BK,BUKIT BATOK,103.75474,1.35565,82,SRBK,23,56,2.43,33
19457,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,YS,YISHUN,103.83756,1.41544,61,SRYS,25,53,2.12,28
19464,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,PG,PUNGGOL,103.91004,1.40536,96,SRPG,22,54,2.45,32
19471,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,WD,WOODLANDS,103.78771,1.44068,101,SRWD,27,65,2.41,38
19477,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,BP,BUKIT PANJANG,103.77304,1.36674,57,SRBP,25,57,2.28,32
19483,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,CK,CHOA CHU KANG,103.74719,1.38555,54,SRCK,27,61,2.26,34
19489,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,PR,PASIR RIS,103.9483,1.37862,46,SRPR,25,56,2.24,31
19494,2/2/18,19:00:00,SR,SINGAPORE RIVER,103.84121,1.29011,SB,SEMBAWANG,103.81883,1.45575,46,SRSB,30,58,1.93,28
19512,2/2/18,19:00:00,SV,STRAITS VIEW,103.85878,1.27124,DT,DOWNTOWN CORE,103.8543,1.28508,136,SVDT,6,14,2.33,8
19536,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BD,BEDOK,103.92841,1.32405,3572,TMBD,10,30,3.00,20
19560,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,CH,CHANGI,103.99782,1.35081,790,TMCH,10,56,5.60,46
19584,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,GL,GEYLANG,103.88953,1.3209,778,TMGL,15,37,2.47,22
19606,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,HG,HOUGANG,103.8898,1.36364,547,TMHG,18,55,3.06,37
19630,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,PL,PAYA LEBAR,103.91477,1.35939,328,TMPL,14,61,4.36,47
19654,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,PR,PASIR RIS,103.9483,1.37862,2481,TMPR,12,32,2.67,20
19674,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SE,SENGKANG,103.8877,1.39127,730,TMSE,20,62,3.10,42
19695,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,KL,KALLANG,103.86643,1.31033,446,TMKL,14,42,3.00,28
19714,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BM,BUKIT MERAH,103.82311,1.27548,297,TMBM,19,60,3.16,41
19733,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,DT,DOWNTOWN CORE,103.8543,1.28508,419,TMDT,20,50,2.50,30
19752,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,QT,QUEENSTOWN,103.78434,1.28916,144,TMQT,25,72,2.88,47
19769,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,AM,ANG MO KIO,103.8421,1.38009,244,TMAM,21,64,3.05,43
19787,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BS,BISHAN,103.84042,1.35496,128,TMBS,18,51,2.83,33
19805,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,CL,CLEMENTI,103.76074,1.3176,97,TMCL,24,65,2.71,41
19822,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,JE,JURONG EAST,103.73479,1.32044,105,TMJE,28,69,2.46,41
19840,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,JW,JURONG WEST,103.70487,1.3416,176,TMJW,34,82,2.41,48
19858,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,MP,MARINE PARADE,103.89627,1.30023,279,TMMP,14,55,3.93,41
19876,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,NV,NOVENA,103.83531,1.32699,132,TMNV,15,61,4.07,46
19894,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,OR,ORCHARD,103.83358,1.30381,105,TMOR,16,57,3.56,41
19911,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,OT,OUTRAM,103.84206,1.28286,108,TMOT,18,45,2.50,27
19927,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,PG,PUNGGOL,103.91004,1.40536,628,TMPG,18,56,3.11,38
19952,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,RC,ROCHOR,103.85325,1.30426,258,TMRC,15,45,3.00,30
19970,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SB,SEMBAWANG,103.81883,1.45575,151,TMSB,32,74,2.31,42
19987,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SG,SERANGOON,103.86782,1.3652,284,TMSG,16,53,3.31,37
20005,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,TP,TOA PAYOH,103.86106,1.33668,265,TMTP,14,70,5.00,56
20017,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,TS,TUAS,103.63072,1.28389,76,TMTS,43,136,3.16,93
20032,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,WD,WOODLANDS,103.78771,1.44068,323,TMWD,29,74,2.55,45
20050,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,YS,YISHUN,103.83756,1.41544,346,TMYS,27,61,2.26,34
20067,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BK,BUKIT BATOK,103.75474,1.35565,132,TMBK,25,82,3.28,57
20084,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BP,BUKIT PANJANG,103.77304,1.36674,100,TMBP,25,90,3.60,65
20100,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,BT,BUKIT TIMAH,103.79069,1.32999,100,TMBT,19,74,3.89,55
20112,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,CK,CHOA CHU KANG,103.74719,1.38555,93,TMCK,30,86,2.87,56
20127,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,MU,MUSEUM,103.84671,1.29592,41,TMMU,17,44,2.59,27
20140,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,NT,NEWTON,103.83808,1.30866,46,TMNT,16,68,4.25,52
20150,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SK,SUNGEI KADUT,103.75747,1.41807,100,TMSK,27,93,3.44,66
20156,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SL,SELETAR,103.87709,1.41434,65,TMSL,20,80,4.00,60
20172,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,SR,SINGAPORE RIVER,103.84121,1.29011,53,TMSR,21,53,2.52,32
20187,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,TN,TANGLIN,103.8175,1.30828,59,TMTN,21,70,3.33,49
20196,2/2/18,19:00:00,TM,TAMPINES,103.95422,1.34373,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,177,TMWC,34,102,3.00,68
20230,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BT,BUKIT TIMAH,103.79069,1.32999,551,TNBT,7,31,4.43,24
20253,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,OR,ORCHARD,103.83358,1.30381,428,TNOR,8,25,3.13,17
20277,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,QT,QUEENSTOWN,103.78434,1.28916,427,TNQT,11,38,3.45,27
20297,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BM,BUKIT MERAH,103.82311,1.27548,324,TNBM,10,51,5.10,41
20316,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,NV,NOVENA,103.83531,1.32699,278,TNNV,11,37,3.36,26
20349,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,DT,DOWNTOWN CORE,103.8543,1.28508,204,TNDT,14,45,3.21,31
20367,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,NT,NEWTON,103.83808,1.30866,167,TNNT,10,34,3.40,24
20384,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BS,BISHAN,103.84042,1.35496,92,TNBS,17,43,2.53,26
20401,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,RV,RIVER VALLEY,103.83397,1.29805,134,TNRV,6,35,5.83,29
20419,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,TP,TOA PAYOH,103.86106,1.33668,101,TNTP,13,50,3.85,37
20430,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,WD,WOODLANDS,103.78771,1.44068,92,TNWD,24,65,2.71,41
20443,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,AM,ANG MO KIO,103.8421,1.38009,76,TNAM,21,49,2.33,28
20458,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BD,BEDOK,103.92841,1.32405,116,TNBD,22,58,2.64,36
20472,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BK,BUKIT BATOK,103.75474,1.35565,89,TNBK,18,65,3.61,47
20488,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,CL,CLEMENTI,103.76074,1.3176,117,TNCL,15,35,2.33,20
20504,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,GL,GEYLANG,103.88953,1.3209,109,TNGL,20,53,2.65,33
20518,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,JE,JURONG EAST,103.73479,1.32044,105,TNJE,19,43,2.26,24
20529,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,JW,JURONG WEST,103.70487,1.3416,105,TNJW,25,55,2.20,30
20545,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,KL,KALLANG,103.86643,1.31033,122,TNKL,17,46,2.71,29
20561,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,OT,OUTRAM,103.84206,1.28286,101,TNOT,12,40,3.33,28
20574,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,RC,ROCHOR,103.85325,1.30426,126,TNRC,13,37,2.85,24
20587,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,SG,SERANGOON,103.86782,1.3652,80,TNSG,17,57,3.35,40
20603,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,SR,SINGAPORE RIVER,103.84121,1.29011,123,TNSR,8,39,4.88,31
20619,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,TM,TAMPINES,103.95422,1.34373,78,TNTM,24,69,2.88,45
20643,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,HG,HOUGANG,103.8898,1.36364,68,TNHG,19,50,2.63,31
20652,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,BP,BUKIT PANJANG,103.77304,1.36674,93,TNBP,19,54,2.84,35
20661,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,YS,YISHUN,103.83756,1.41544,61,TNYS,28,54,1.93,26
20667,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,CK,CHOA CHU KANG,103.74719,1.38555,69,TNCK,25,60,2.40,35
20680,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,SE,SENGKANG,103.8877,1.39127,46,TNSE,27,60,2.22,33
20686,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,SK,SUNGEI KADUT,103.75747,1.41807,51,TNSK,20,59,2.95,39
20689,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,PG,PUNGGOL,103.91004,1.40536,62,TNPG,24,67,2.79,43
20692,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,SB,SEMBAWANG,103.81883,1.45575,41,TNSB,28,58,2.07,30
20695,2/2/18,19:00:00,TN,TANGLIN,103.8175,1.30828,WC,WESTERN WATER CATCHMENT,103.68972,1.38214,55,TNWC,27,72,2.67,45
20718,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BS,BISHAN,103.84042,1.35496,950,TPBS,9,29,3.22,20
20742,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,GL,GEYLANG,103.88953,1.3209,740,TPGL,12,46,3.83,34
20765,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,HG,HOUGANG,103.8898,1.36364,666,TPHG,11,40,3.64,29
20789,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,KL,KALLANG,103.86643,1.31033,689,TPKL,8,38,4.75,30
20813,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,NV,NOVENA,103.83531,1.32699,882,TPNV,8,29,3.63,21
20837,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,SG,SERANGOON,103.86782,1.3652,765,TPSG,8,36,4.50,28
20858,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,AM,ANG MO KIO,103.8421,1.38009,537,TPAM,13,35,2.69,22
20878,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,CH,CHANGI,103.99782,1.35081,77,TPCH,16,99,6.19,83
20896,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,DT,DOWNTOWN CORE,103.8543,1.28508,248,TPDT,12,42,3.50,30
20913,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BD,BEDOK,103.92841,1.32405,433,TPBD,13,61,4.69,48
20931,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BM,BUKIT MERAH,103.82311,1.27548,282,TPBM,15,56,3.73,41
20949,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BT,BUKIT TIMAH,103.79069,1.32999,170,TPBT,12,42,3.50,30
20967,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,JE,JURONG EAST,103.73479,1.32044,76,TPJE,21,71,3.38,50
20984,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,OR,ORCHARD,103.83358,1.30381,190,TPOR,12,37,3.08,25
21001,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,OT,OUTRAM,103.84206,1.28286,80,TPOT,14,46,3.29,32
21017,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,QT,QUEENSTOWN,103.78434,1.28916,169,TPQT,20,50,2.50,30
21035,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,RC,ROCHOR,103.85325,1.30426,225,TPRC,11,36,3.27,25
21053,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,TM,TAMPINES,103.95422,1.34373,298,TPTM,16,67,4.19,51
21071,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,TN,TANGLIN,103.8175,1.30828,80,TPTN,14,47,3.36,33
21080,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,TS,TUAS,103.63072,1.28389,100,TPTS,36,133,3.69,97
21097,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,YS,YISHUN,103.83756,1.41544,327,TPYS,19,40,2.11,21
21114,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BK,BUKIT BATOK,103.75474,1.35565,132,TPBK,18,57,3.17,39
21129,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,BP,BUKIT PANJANG,103.77304,1.36674,107,TPBP,19,54,2.84,35
21146,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,CL,CLEMENTI,103.76074,1.3176,101,TPCL,17,58,3.41,41
21162,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,JW,JURONG WEST,103.70487,1.3416,167,TPJW,27,78,2.89,51
21179,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,MP,MARINE PARADE,103.89627,1.30023,92,TPMP,10,47,4.70,37
21195,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,MU,MUSEUM,103.84671,1.29592,49,TPMU,14,37,2.64,23
21209,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,NT,NEWTON,103.83808,1.30866,54,TPNT,13,36,2.77,23
21224,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,PG,PUNGGOL,103.91004,1.40536,269,TPPG,16,56,3.50,40
21246,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,PR,PASIR RIS,103.9483,1.37862,138,TPPR,17,70,4.12,53
21263,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,SB,SEMBAWANG,103.81883,1.45575,150,TPSB,24,45,1.88,21
21280,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,SE,SENGKANG,103.8877,1.39127,329,TPSE,19,49,2.58,30
21297,2/2/18,19:00:00,TP,TOA PAYOH,103.86106,1.33668,SR,SINGAPORE RIVER,103.84121,1.29011,59,TPSR,17,53,3.12,36
